lat,lon,l2,l3,l4,l5,l6
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.758895594757206,-122.414693065257,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.761835801237602,-122.419360352761,1,0,1,0,0
37.761835801237602,-122.419360352761,1,0,1,0,0
37.763495437314404,-122.418486296575,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787148807979001,-122.40987662253201,0,1,0,4,5
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7874861572271,-122.418368839165,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787037204368502,-122.41827417166,0,1,0,1,1
37.754962415369604,-122.42663507696301,1,0,1,0,0
37.763571895589301,-122.41733258258999,1,0,1,0,0
37.729738144998102,-122.383433948755,1,0,1,0,3
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.759027297449606,-122.412502863675,1,0,1,0,0
37.788498286614796,-122.40677539239201,0,1,0,4,5
37.788293391515801,-122.40840385989901,0,1,0,4,5
37.764604875659302,-122.40546657618,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.785167087551706,-122.41790397756399,0,1,0,1,1
37.787148807979001,-122.40987662253201,0,1,0,4,5
37.762916776658599,-122.41217394626499,1,0,1,0,0
37.761700978173401,-122.411090794581,1,0,1,0,0
37.753177993892606,-122.403409085175,1,0,1,0,0
37.755504342002794,-122.417660640341,1,0,1,0,0
37.754098688206795,-122.41423384903798,1,0,1,0,0
37.762638417311599,-122.39556526212499,1,0,1,0,0
37.733070817368201,-122.385001533619,1,0,1,0,3
37.799001943680899,-122.44181162804099,0,1,0,1,1
37.781719996929105,-122.469628050956,0,2,3,3,2
37.753042208572801,-122.504883710633,1,2,3,3,2
37.742735550050199,-122.48159205249901,1,2,3,3,2
37.742468235362502,-122.490170246651,1,2,3,3,2
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.7877640990096,-122.40992532841899,0,1,0,4,5
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.7589402059414,-122.41304509405199,1,0,1,0,0
37.762263061652796,-122.412179604274,1,0,1,0,0
37.763925919533797,-122.40546877590599,1,0,1,0,0
37.7882184507651,-122.41844594625201,0,1,0,1,1
37.789060355599297,-122.392347671978,0,1,0,4,5
37.788239899777999,-122.409256096494,0,1,0,4,5
37.752766726673002,-122.410519781929,1,0,1,0,0
37.760976609084501,-122.434457353955,1,0,1,0,0
37.763925919533797,-122.40546877590599,1,0,1,0,0
37.763925919533797,-122.40546877590599,1,0,1,0,0
37.789759693834206,-122.40482801879,0,1,0,4,5
37.7895016291913,-122.410271349769,0,1,0,4,5
37.783695226974899,-122.41079167764499,0,1,0,4,5
37.764825031843102,-122.41242272529,1,0,1,0,0
37.798391758032899,-122.424808639628,0,1,0,1,1
37.787722738996102,-122.41243919841899,0,1,0,1,1
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.763035554021293,-122.50966215971,1,2,3,3,2
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.791225517411903,-122.404195424821,0,1,0,4,5
37.785738295032203,-122.41382007017599,0,1,0,1,1
37.785738295032203,-122.41382007017599,0,1,0,1,1
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.732037427785002,-122.38002876386001,1,0,1,0,3
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.786725928612398,-122.41275532583001,0,1,0,1,1
37.742405756733397,-122.48909019222602,1,2,3,3,2
37.778632049034101,-122.41011137379201,0,1,0,4,5
37.784089036686794,-122.41180013475299,0,1,0,4,5
37.777398311747703,-122.422254494749,0,1,0,1,1
37.775420706711003,-122.40340479147899,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.759422750629703,-122.41905886810301,1,0,1,0,0
37.759422750629703,-122.41905886810301,1,0,1,0,0
37.754617238208297,-122.41873826577201,1,0,1,0,0
37.796204620956395,-122.42368281433799,0,1,0,1,1
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.722727038357604,-122.43619448489599,1,0,2,2,3
37.784184709130294,-122.41856209710501,0,1,0,1,1
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.761835801237602,-122.419360352761,1,0,1,0,0
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.757036113226903,-122.41890420451701,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.763571895589301,-122.41733258258999,1,0,1,0,0
37.760365693157297,-122.417028392106,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.762034786651896,-122.416078423909,1,0,1,0,0
37.748166408398497,-122.418221946229,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.757232227914002,-122.415629332446,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.753177993892606,-122.403409085175,1,0,1,0,0
37.788082534017796,-122.41005985589099,0,1,0,4,5
37.7650501214668,-122.419671780296,1,0,1,0,0
37.758632405156199,-122.41905269434901,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.786409403361795,-122.408040474858,0,1,0,4,5
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.763495437314404,-122.418486296575,1,0,1,0,0
37.787965256979703,-122.418467747931,0,1,0,1,1
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.765249115438301,-122.416389710283,1,0,1,0,0
37.7874861572271,-122.418368839165,0,1,0,1,1
37.787965256979703,-122.418467747931,0,1,0,1,1
37.787037204368502,-122.41827417166,0,1,0,1,1
37.754962415369604,-122.42663507696301,1,0,1,0,0
37.763571895589301,-122.41733258258999,1,0,1,0,0
37.787359494956,-122.40823102626101,0,1,0,4,5
37.787871877643795,-122.41170200316499,0,1,0,1,1
37.7588312134679,-122.415781281593,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.787359494956,-122.40823102626101,0,1,0,4,5
37.759027297449606,-122.412502863675,1,0,1,0,0
37.787359494956,-122.40823102626101,0,1,0,4,5
37.786826208215601,-122.41993011161101,0,1,0,1,1
37.787359494956,-122.40823102626101,0,1,0,4,5
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.787359494956,-122.40823102626101,0,1,0,4,5
37.787359494956,-122.40823102626101,0,1,0,4,5
37.788293391515801,-122.40840385989901,0,1,0,4,5
37.7651818039906,-122.41748832363899,1,0,1,0,0
37.757232227914002,-122.415629332446,1,0,1,0,0
37.764604875659302,-122.40546657618,1,0,1,0,0
37.786409403361795,-122.408040474858,0,1,0,4,5
37.7588312134679,-122.415781281593,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.757232227914002,-122.415629332446,1,0,1,0,0
37.757100579642795,-122.41781255878701,1,0,1,0,0
37.760301234039702,-122.41812008648998,1,0,1,0,0
37.762916776658599,-122.41217394626499,1,0,1,0,0
37.7650501214668,-122.419671780296,1,0,1,0,0
37.787359494956,-122.40823102626101,0,1,0,4,5
37.761700978173401,-122.411090794581,1,0,1,0,0
37.787148807979001,-122.40987662253201,0,1,0,4,5
37.755504342002794,-122.417660640341,1,0,1,0,0
37.753177993892606,-122.403409085175,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.788293391515801,-122.40840385989901,0,1,0,4,5
37.760301234039702,-122.41812008648998,1,0,1,0,0
37.760301234039702,-122.41812008648998,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.761902961302205,-122.418272166422,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.760500072599498,-122.41484513920601,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.755504342002794,-122.417660640341,1,0,1,0,0
37.787359494956,-122.40823102626101,0,1,0,4,5
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.7604330003754,-122.41592984954799,1,0,1,0,0
37.757167781718799,-122.41672098200399,1,0,1,0,0
37.760301234039702,-122.41812008648998,1,0,1,0,0
37.7586968166489,-122.41796448376002,1,0,1,0,0
37.760365693157297,-122.417028392106,1,0,1,0,0
37.758917881260899,-122.41523991157801,1,0,1,0,0
37.760989908914205,-122.412056242405,1,0,1,0,0
37.757945951492403,-122.416863555609,1,0,1,0,0
37.759612316868498,-122.415921585459,1,0,1,0,0
37.767717752066496,-122.41560549623699,1,0,1,0,0
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.725476572559998,-122.463079076106,1,2,2,2,4
37.7603888134229,-122.417577215102,1,0,1,0,0
37.761214223662705,-122.416070932811,1,0,1,0,0
37.757079019050401,-122.41726052058701,1,0,1,0,0
37.724208532270495,-122.46030175092399,1,2,2,2,4
37.743221553284002,-122.473030391671,1,2,3,3,2
37.758808343641206,-122.41522942085101,1,0,1,0,0
37.7589402059414,-122.41304509405199,1,0,1,0,0
37.758011829512299,-122.41577026403999,1,0,1,0,0
37.762263061652796,-122.412179604274,1,0,1,0,0
37.763925919533797,-122.40546877590599,1,0,1,0,0
37.742562618325898,-122.48802594784701,1,2,3,3,2
37.7882184507651,-122.41844594625201,0,1,0,1,1
37.7578884408086,-122.417817852676,1,0,1,0,0
37.762758340818202,-122.41718521041901,1,0,1,0,0
37.759612316868498,-122.415921585459,1,0,1,0,0
37.786988188530799,-122.410699657634,0,1,0,4,5
37.775420706711003,-122.40340479147899,0,1,0,4,5
37.7895016291913,-122.410271349769,0,1,0,4,5
37.7246926893786,-122.45956459533701,1,2,2,2,4
37.786988188530799,-122.410699657634,0,1,0,4,5
37.783695226974899,-122.41079167764499,0,1,0,4,5
37.764818168551997,-122.46965572250299,1,2,3,3,2
37.755524488205999,-122.418208517373,1,0,1,0,0
37.764825031843102,-122.41242272529,1,0,1,0,0
37.760786665190601,-122.49897469428001,1,2,3,3,2
37.759480132576897,-122.41810892585899,1,0,1,0,0
37.759488455703604,-122.41797095509099,1,0,1,0,0
37.759488455703604,-122.41797095509099,1,0,1,0,0
37.716304673512198,-122.440593031551,1,2,2,2,4
37.791304652924296,-122.400180243618,0,1,0,4,5
37.790463177977102,-122.405941469147,0,1,0,4,5
37.796551048078896,-122.405283980519,0,1,0,4,5
37.725840127740796,-122.402780926364,1,0,1,0,3
37.793524904033497,-122.40539653723999,0,1,0,4,5
37.775549626163397,-122.50214872850901,1,2,3,3,2
37.710855517777503,-122.40407963362699,1,0,1,0,3
37.761147764760103,-122.41716989474899,1,0,1,0,0
37.794611817991999,-122.40399486267401,0,1,0,4,5
37.758420303653104,-122.41896308232501,1,0,1,0,0
37.785457490299699,-122.400916029025,0,1,0,4,5
37.755655964894096,-122.41602519137501,1,0,1,0,0
37.791225517411903,-122.404195424821,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.759488455703604,-122.41797095509099,1,0,1,0,0
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.788734576352702,-122.40688650360599,0,1,0,4,5
37.787843256203104,-122.408247356177,0,1,0,4,5
37.787843256203104,-122.408247356177,0,1,0,4,5
37.786324588551103,-122.40915538690201,0,1,0,4,5
37.775420706711003,-122.40340479147899,0,1,0,4,5
37.742405756733397,-122.48909019222602,1,2,3,3,2
37.7939790012204,-122.405490836338,0,1,0,4,5
37.7855804361702,-122.41285712652399,0,1,0,1,1
37.772694823686102,-122.42218826142599,1,0,1,0,0
37.742373727932403,-122.49231650224701,1,2,3,3,2
37.778632049034101,-122.41011137379201,0,1,0,4,5
37.758852001430895,-122.416331137192,1,0,1,0,0
37.759554412523606,-122.41687869132299,1,0,1,0,0
37.772694823686102,-122.42218826142599,1,0,1,0,0
37.789759693834206,-122.40482801879,0,1,0,4,5
37.732396601014798,-122.44547478111001,1,2,2,2,4
37.742468235362502,-122.490170246651,1,2,3,3,2
37.761214223662705,-122.416070932811,1,0,1,0,0
37.787096649566294,-122.41072162587,0,1,0,4,5
37.785998832379796,-122.41174737192399,0,1,0,1,5
37.742735550050199,-122.48159205249901,1,2,3,3,2
37.789759693834206,-122.40482801879,0,1,0,4,5
37.789901982250797,-122.40711449111799,0,1,0,4,5
37.788335124818104,-122.41603297650299,0,1,0,1,1
37.7625630891661,-122.478194247055,1,2,3,3,2
37.7621213524354,-122.415543548355,1,0,1,0,0
37.7878271137225,-122.40838427554199,0,1,0,4,5
37.775420706711003,-122.40340479147899,0,1,0,4,5
37.764422795581105,-122.40940833000799,1,0,1,0,0
37.759488455703604,-122.41797095509099,1,0,1,0,0
37.759546092458699,-122.417016663517,1,0,1,0,0
37.783706930154501,-122.408595110869,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.789759693834206,-122.40482801879,0,1,0,4,5
37.788323544990398,-122.41185703254,0,1,0,1,1
37.710855517777503,-122.40407963362699,1,0,1,0,3
37.782738837828795,-122.44521714753901,0,1,0,1,1
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.786988188530799,-122.410699657634,0,1,0,4,5
37.759422750629703,-122.41905886810301,1,0,1,0,0
37.796204620956395,-122.42368281433799,0,1,0,1,1
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.794171183262698,-122.40390478866699,0,1,0,4,5
37.794637319746201,-122.40698104696699,0,1,0,4,5
37.780578860878293,-122.47125025864901,0,2,3,3,2
37.784912471413499,-122.40864858896499,0,1,0,4,5
37.784184709130294,-122.41856209710501,0,1,0,1,1
37.792506744071396,-122.40933646630501,0,1,0,4,5
37.759488455703604,-122.41797095509099,1,0,1,0,0
37.760345374629104,-122.41647203535901,1,0,1,0,0
37.794664653815396,-122.40476763585301,0,1,0,4,5
37.763216106913099,-122.419561596094,1,0,1,0,0
37.722349837976701,-122.432171559555,1,0,2,2,3
37.775206536734295,-122.50964469377399,1,2,3,3,2
37.759612316868498,-122.415921585459,1,0,1,0,0
37.757880121443698,-122.417955821717,1,0,1,0,0
37.760500072599498,-122.41484513920601,1,0,1,0,0
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
37.785457490299699,-122.400916029025,0,1,0,4,5
